movies,categories,run_time,screen_time,n_movies
8920,7,"[77, 144]","[25, 26]","[13, 14]"
5950,23,"[126, 149]","[26, 26]","[12, 12]"
9100,4,"[106, 126]","[25, 25]","[12, 12]"
9550,25,"[28, 297]","[26, 27]","[13, 13]"
8200,12,"[156, 169]","[26, 26]","[12, 12]"
3340,36,"[95, 105]","[26, 26]","[13, 13]"
9190,8,"[22, 97]","[25, 26]","[11, 12]"
1540,4,"[57, 67]","[25, 25]","[11, 11]"
4780,42,"[49, 69]","[26, 26]","[15, 15]"
3610,7,"[47, 55]","[26, 26]","[11, 11]"
3970,41,"[22, 107]","[24, 27]","[9, 14]"
3340,22,"[33, 41]","[24, 24]","[12, 12]"
9550,31,"[93, 110]","[24, 24]","[12, 12]"
8110,44,"[125, 175]","[25, 26]","[11, 13]"
7480,31,"[21, 31]","[25, 25]","[10, 10]"
550,20,"[26, 31]","[25, 25]","[13, 13]"
8560,32,"[22, 33]","[26, 26]","[10, 10]"
6670,47,"[68, 142]","[24, 25]","[13, 13]"
7660,4,"[122, 136]","[26, 26]","[12, 12]"
550,34,"[23, 28]","[26, 26]","[15, 15]"
8560,26,"[42, 53]","[26, 26]","[12, 12]"
5500,48,"[47, 113]","[26, 26]","[12, 13]"
7480,25,"[136, 148]","[26, 26]","[15, 15]"
2800,4,"[38, 50]","[26, 26]","[15, 15]"
1360,10,"[44, 47]","[25, 25]","[11, 11]"
8110,50,"[116, 131]","[27, 27]","[13, 13]"
3520,16,"[73, 96]","[24, 24]","[13, 13]"
3790,37,"[112, 128]","[26, 26]","[11, 11]"
1360,38,"[63, 74]","[25, 25]","[15, 15]"
730,22,"[16, 47]","[25, 25]","[10, 11]"
1000,12,"[49, 60]","[25, 25]","[11, 11]"
4960,20,"[104, 130]","[25, 25]","[13, 13]"
2890,8,"[90, 102]","[24, 24]","[13, 13]"
4060,6,"[79, 132]","[24, 25]","[12, 12]"
2890,49,"[30, 41]","[28, 28]","[12, 12]"
7390,45,"[184, 199]","[24, 24]","[16, 16]"
4960,34,"[85, 94]","[25, 25]","[14, 14]"
9730,4,"[42, 115]","[24, 25]","[11, 12]"
7480,19,"[66, 78]","[27, 27]","[14, 14]"
3790,23,"[48, 57]","[24, 24]","[10, 10]"
730,36,"[40, 46]","[23, 23]","[13, 13]"
190,30,"[15, 21]","[24, 24]","[10, 10]"
8920,48,"[74, 87]","[27, 27]","[12, 12]"
4150,10,"[22, 30]","[26, 26]","[13, 13]"
6850,17,"[94, 210]","[25, 25]","[12, 13]"
190,24,"[15, 21]","[23, 23]","[9, 9]"
9820,2,"[4, 14]","[14, 14]","[5, 5]"
3250,33,"[84, 95]","[26, 26]","[13, 13]"
4330,12,"[81, 93]","[24, 26]","[11, 13]"
7750,41,"[47, 55]","[25, 25]","[13, 13]"
7120,8,"[80, 94]","[27, 27]","[13, 13]"
4690,47,"[149, 192]","[24, 24]","[15, 15]"
4150,38,"[94, 102]","[25, 25]","[14, 14]"
2710,2,"[7, 18]","[18, 18]","[8, 8]"
190,18,"[14, 16]","[23, 23]","[13, 13]"
3250,27,"[81, 96]","[26, 26]","[13, 13]"
4510,12,"[31, 86]","[26, 26]","[13, 14]"
1900,42,"[37, 48]","[26, 26]","[12, 12]"
10000,50,"[93, 109]","[24, 24]","[15, 15]"
1180,28,"[62, 70]","[24, 24]","[11, 11]"
10000,44,"[16, 112]","[26, 26]","[12, 13]"
4510,2,"[3, 12]","[13, 13]","[6, 6]"
3610,19,"[33, 44]","[24, 24]","[14, 14]"
8650,29,"[35, 78]","[24, 27]","[11, 14]"
100,7,"[8, 11]","[19, 19]","[9, 9]"
6490,43,"[83, 96]","[25, 25]","[12, 12]"
9100,36,"[81, 123]","[25, 28]","[13, 14]"
7660,21,"[48, 60]","[25, 25]","[12, 12]"
6130,16,"[90, 100]","[25, 25]","[10, 10]"
1180,14,"[27, 34]","[25, 25]","[13, 13]"
3610,31,"[29, 111]","[26, 26]","[11, 15]"
3880,13,"[24, 36]","[27, 27]","[12, 12]"
820,12,"[41, 49]","[25, 25]","[14, 14]"
3610,25,"[27, 39]","[26, 26]","[14, 14]"
7660,35,"[52, 198]","[24, 28]","[12, 13]"
9100,22,"[138, 155]","[27, 27]","[10, 10]"
8650,15,"[47, 56]","[28, 28]","[12, 12]"
7210,43,"[42, 66]","[26, 27]","[13, 13]"
460,40,"[28, 34]","[22, 22]","[12, 12]"
1540,38,"[46, 48]","[25, 25]","[14, 14]"
2260,6,"[34, 46]","[24, 24]","[13, 13]"
5770,6,"[117, 133]","[26, 26]","[14, 14]"
8020,24,"[100, 123]","[24, 25]","[12, 14]"
5680,35,"[87, 113]","[28, 28]","[9, 9]"
3160,14,"[54, 67]","[25, 25]","[11, 11]"
8020,30,"[116, 135]","[26, 26]","[12, 12]"
8020,4,"[66, 193]","[26, 26]","[12, 15]"
5680,21,"[38, 47]","[24, 24]","[11, 11]"
1720,12,"[58, 67]","[25, 25]","[15, 15]"
8290,39,"[33, 119]","[25, 25]","[11, 11]"
8020,18,"[109, 127]","[24, 24]","[14, 14]"
370,20,"[22, 26]","[23, 23]","[11, 11]"
8290,11,"[136, 154]","[25, 25]","[12, 12]"
370,34,"[13, 16]","[24, 25]","[11, 12]"
3160,28,"[58, 69]","[25, 25]","[12, 12]"
5320,48,"[81, 93]","[25, 25]","[11, 11]"
1540,10,"[45, 54]","[24, 24]","[12, 12]"
550,3,"[24, 30]","[27, 27]","[10, 10]"
9370,25,"[106, 135]","[25, 27]","[14, 15]"
8740,38,"[71, 86]","[26, 26]","[12, 12]"
1810,47,"[67, 73]","[26, 26]","[14, 14]"
5410,7,"[37, 100]","[25, 25]","[10, 13]"
1090,39,"[36, 45]","[26, 26]","[13, 13]"
5860,43,"[28, 35]","[25, 25]","[12, 12]"
7930,19,"[55, 73]","[26, 26]","[14, 14]"
9370,31,"[97, 125]","[25, 26]","[12, 12]"
2080,34,"[41, 52]","[27, 27]","[13, 13]"
9010,33,"[92, 108]","[28, 28]","[12, 12]"
820,1,"[1, 8]","[5, 5]","[2, 2]"
5140,6,"[46, 127]","[25, 26]","[10, 14]"
4960,5,"[14, 35]","[25, 25]","[9, 9]"
6580,46,"[36, 50]","[26, 26]","[14, 14]"
7930,31,"[93, 131]","[24, 27]","[12, 13]"
9370,19,"[42, 57]","[24, 24]","[13, 13]"
3700,34,"[24, 41]","[26, 26]","[14, 14]"
9460,45,"[141, 218]","[26, 27]","[11, 13]"
1090,11,"[15, 26]","[26, 26]","[15, 15]"
3700,20,"[36, 47]","[24, 24]","[11, 11]"
7210,5,"[63, 81]","[26, 26]","[11, 11]"
7300,46,"[28, 67]","[24, 26]","[11, 14]"
7930,25,"[63, 79]","[28, 28]","[12, 12]"
8740,10,"[55, 70]","[26, 26]","[14, 14]"
9010,27,"[73, 138]","[25, 25]","[13, 14]"
2080,20,"[70, 76]","[24, 24]","[14, 14]"
280,3,"[12, 20]","[24, 24]","[11, 11]"
2350,44,"[82, 90]","[24, 24]","[14, 14]"
2620,26,"[11, 20]","[25, 25]","[11, 11]"
1810,3,"[23, 40]","[24, 25]","[10, 12]"
100,33,"[10, 16]","[23, 23]","[9, 9]"
730,7,"[36, 44]","[23, 23]","[13, 13]"
2440,18,"[36, 48]","[24, 24]","[12, 12]"
8380,28,"[24, 40]","[27, 27]","[14, 14]"
6220,40,"[29, 74]","[24, 24]","[11, 12]"
1630,17,"[58, 69]","[24, 24]","[14, 14]"
100,27,"[10, 15]","[24, 24]","[10, 10]"
3070,11,"[83, 97]","[24, 24]","[13, 13]"
1450,29,"[60, 68]","[27, 27]","[13, 13]"
2350,50,"[71, 95]","[25, 27]","[13, 13]"
2620,32,"[50, 61]","[27, 27]","[12, 12]"
9820,17,"[102, 116]","[27, 27]","[15, 15]"
4600,44,"[103, 117]","[25, 25]","[12, 12]"
6040,42,"[50, 157]","[24, 26]","[10, 13]"
2440,24,"[53, 63]","[26, 26]","[13, 13]"
8380,14,"[94, 113]","[25, 25]","[12, 12]"
5320,2,"[3, 13]","[17, 17]","[7, 7]"
3070,39,"[33, 45]","[27, 27]","[13, 13]"
2440,30,"[41, 53]","[24, 24]","[10, 10]"
6850,2,"[18, 27]","[21, 21]","[6, 6]"
4690,6,"[73, 89]","[24, 24]","[13, 13]"
1450,15,"[8, 48]","[25, 28]","[8, 11]"
4600,50,"[62, 79]","[24, 24]","[14, 14]"
6220,33,"[124, 144]","[25, 25]","[11, 11]"
5050,28,"[52, 63]","[27, 27]","[13, 13]"
100,40,"[9, 12]","[20, 24]","[6, 9]"
3790,1,"[0, 6]","[3, 3]","[1, 1]"
5230,16,"[30, 44]","[25, 25]","[11, 11]"
2350,37,"[30, 39]","[24, 24]","[11, 11]"
2620,41,"[58, 83]","[25, 28]","[12, 14]"
6040,19,"[59, 94]","[26, 26]","[14, 14]"
2350,23,"[74, 81]","[26, 26]","[11, 11]"
7570,10,"[32, 44]","[26, 26]","[12, 12]"
6220,27,"[62, 85]","[25, 26]","[12, 16]"
7570,38,"[141, 166]","[24, 24]","[15, 15]"
5050,14,"[58, 70]","[26, 26]","[11, 11]"
6040,31,"[101, 118]","[27, 27]","[13, 13]"
4600,37,"[55, 85]","[25, 28]","[13, 14]"
6130,7,"[27, 42]","[24, 24]","[11, 11]"
7480,3,"[106, 121]","[26, 26]","[12, 12]"
4600,23,"[28, 158]","[25, 28]","[11, 13]"
6040,25,"[129, 150]","[28, 28]","[13, 13]"
2440,43,"[47, 53]","[26, 26]","[13, 13]"
8200,3,"[9, 23]","[20, 20]","[10, 10]"
1810,34,"[64, 79]","[26, 26]","[14, 14]"
5860,24,"[48, 62]","[27, 27]","[15, 15]"
2800,11,"[37, 48]","[24, 24]","[11, 11]"
9370,42,"[98, 115]","[25, 25]","[15, 15]"
10,16,"[3, 7]","[17, 19]","[6, 7]"
5860,30,"[54, 69]","[29, 29]","[11, 11]"
5590,38,"[76, 91]","[25, 25]","[11, 11]"
1810,20,"[23, 33]","[26, 26]","[10, 10]"
5860,18,"[25, 208]","[24, 26]","[13, 15]"
9460,36,"[170, 191]","[25, 25]","[13, 13]"
3880,7,"[71, 84]","[26, 26]","[12, 12]"
5590,10,"[50, 68]","[27, 27]","[11, 11]"
3700,47,"[90, 105]","[24, 27]","[13, 14]"
7930,42,"[69, 86]","[27, 27]","[11, 11]"
7300,21,"[62, 76]","[25, 25]","[14, 14]"
6580,35,"[33, 107]","[25, 28]","[11, 13]"
9010,40,"[35, 50]","[25, 25]","[15, 15]"
2080,47,"[92, 111]","[26, 26]","[14, 14]"
2800,39,"[53, 70]","[25, 25]","[13, 13]"
6580,21,"[37, 190]","[24, 28]","[12, 15]"
7300,35,"[129, 151]","[24, 24]","[11, 11]"
9460,22,"[162, 186]","[27, 27]","[12, 12]"
5680,46,"[114, 152]","[25, 25]","[15, 16]"
460,33,"[16, 22]","[27, 27]","[12, 12]"
5320,13,"[42, 57]","[27, 27]","[10, 10]"
2350,9,"[86, 96]","[26, 26]","[16, 16]"
460,27,"[27, 38]","[24, 24]","[11, 11]"
5140,39,"[16, 104]","[24, 24]","[8, 12]"
8020,43,"[187, 203]","[26, 26]","[14, 14]"
5140,11,"[54, 68]","[24, 24]","[13, 13]"
1720,49,"[52, 60]","[26, 26]","[12, 12]"
7840,16,"[65, 80]","[26, 26]","[14, 14]"
7030,2,"[7, 25]","[19, 19]","[7, 7]"
1090,6,"[44, 50]","[28, 28]","[16, 16]"
6580,6,"[13, 58]","[24, 24]","[11, 11]"
370,47,"[25, 33]","[21, 21]","[12, 12]"
10000,23,"[59, 80]","[24, 24]","[12, 12]"
1900,31,"[37, 46]","[25, 25]","[12, 12]"
820,49,"[9, 20]","[24, 24]","[9, 9]"
7210,18,"[135, 151]","[24, 26]","[13, 14]"
6490,18,"[125, 146]","[24, 24]","[15, 15]"
4060,17,"[38, 52]","[27, 27]","[14, 14]"
3880,48,"[18, 93]","[25, 26]","[12, 14]"
1900,25,"[42, 52]","[25, 25]","[13, 13]"
10000,37,"[51, 66]","[26, 26]","[11, 11]"
3610,42,"[64, 74]","[27, 27]","[13, 13]"
2980,2,"[2, 10]","[7, 14]","[4, 4]"
8650,7,"[40, 89]","[24, 24]","[13, 13]"
9100,45,"[133, 154]","[28, 28]","[12, 12]"
6490,30,"[35, 46]","[25, 25]","[13, 13]"
7210,24,"[57, 77]","[25, 27]","[10, 13]"
7210,30,"[191, 215]","[27, 27]","[17, 17]"
6490,24,"[46, 63]","[24, 24]","[11, 11]"
4510,49,"[39, 69]","[24, 26]","[12, 13]"
2530,17,"[82, 94]","[26, 26]","[15, 15]"
7660,46,"[68, 84]","[24, 24]","[11, 11]"
1900,19,"[23, 26]","[24, 24]","[11, 11]"
9280,10,"[89, 178]","[27, 27]","[12, 13]"
910,29,"[47, 56]","[23, 23]","[12, 12]"
190,43,"[16, 17]","[23, 23]","[10, 10]"
4330,49,"[111, 122]","[27, 27]","[11, 11]"
4420,15,"[59, 73]","[28, 28]","[15, 15]"
2170,29,"[58, 65]","[26, 26]","[13, 13]"
4690,34,"[100, 140]","[27, 27]","[13, 13]"
10,3,"[1, 6]","[11, 11]","[4, 4]"
7750,32,"[15, 30]","[25, 25]","[9, 9]"
3250,40,"[32, 129]","[26, 27]","[9, 11]"
910,15,"[46, 53]","[28, 28]","[11, 11]"
8920,13,"[88, 111]","[26, 26]","[13, 13]"
7750,26,"[56, 75]","[25, 25]","[12, 12]"
2170,15,"[47, 57]","[26, 26]","[13, 13]"
4690,20,"[80, 98]","[24, 24]","[14, 14]"
4420,29,"[57, 69]","[25, 25]","[14, 14]"
9280,38,"[16, 72]","[24, 26]","[11, 12]"
5680,9,"[51, 65]","[26, 26]","[14, 14]"
7120,17,"[88, 104]","[25, 25]","[12, 12]"
6670,20,"[84, 93]","[24, 24]","[13, 13]"
8560,41,"[93, 120]","[25, 25]","[12, 13]"
2890,12,"[43, 56]","[24, 24]","[14, 14]"
7480,42,"[140, 162]","[24, 24]","[12, 12]"
8110,37,"[83, 116]","[25, 28]","[12, 14]"
9640,14,"[97, 116]","[25, 25]","[12, 12]"
1000,49,"[32, 35]","[26, 26]","[14, 14]"
8110,23,"[112, 128]","[24, 24]","[11, 11]"
3160,1,"[2, 9]","[7, 9]","[3, 3]"
550,47,"[24, 30]","[27, 27]","[15, 15]"
6670,34,"[20, 34]","[24, 24]","[12, 12]"
7390,22,"[101, 122]","[25, 25]","[14, 14]"
4150,9,"[33, 59]","[24, 27]","[11, 12]"
5500,13,"[82, 99]","[26, 26]","[12, 12]"
3790,44,"[50, 65]","[27, 27]","[12, 12]"
730,45,"[22, 31]","[26, 26]","[13, 13]"
3790,50,"[24, 52]","[24, 27]","[12, 14]"
9640,28,"[40, 51]","[25, 25]","[12, 12]"
4960,47,"[35, 48]","[24, 24]","[10, 10]"
2440,9,"[38, 49]","[24, 24]","[12, 12]"
7390,36,"[42, 122]","[25, 26]","[11, 12]"
640,39,"[22, 27]","[26, 26]","[13, 13]"
5950,44,"[41, 56]","[24, 24]","[13, 13]"
1900,9,"[45, 56]","[25, 25]","[15, 15]"
8200,49,"[33, 213]","[26, 26]","[12, 14]"
5950,50,"[41, 68]","[25, 25]","[10, 10]"
4780,19,"[61, 92]","[26, 26]","[14, 14]"
9730,40,"[93, 175]","[25, 26]","[14, 14]"
7930,1,"[0, 16]","[1, 1]","[1, 1]"
4780,31,"[50, 70]","[28, 28]","[15, 15]"
5230,8,"[27, 38]","[26, 26]","[12, 12]"
3340,45,"[64, 119]","[26, 26]","[12, 16]"
3970,26,"[65, 78]","[26, 26]","[12, 12]"
9550,42,"[35, 49]","[26, 26]","[12, 12]"
3970,32,"[91, 115]","[26, 26]","[15, 15]"
8830,16,"[65, 237]","[24, 26]","[13, 14]"
6940,8,"[85, 97]","[27, 27]","[13, 13]"
1990,5,"[72, 83]","[26, 26]","[11, 11]"
4240,1,"[2, 11]","[9, 9]","[4, 4]"
640,11,"[32, 37]","[24, 26]","[10, 15]"
6940,49,"[164, 183]","[25, 25]","[17, 17]"
4780,25,"[49, 62]","[26, 26]","[13, 13]"
9910,10,"[45, 82]","[25, 25]","[13, 14]"
2980,17,"[60, 111]","[25, 25]","[15, 15]"
2710,35,"[56, 64]","[25, 25]","[12, 12]"
8470,44,"[31, 44]","[28, 28]","[12, 12]"
7390,3,"[20, 91]","[24, 26]","[11, 12]"
6760,25,"[58, 71]","[26, 26]","[12, 12]"
7030,12,"[44, 56]","[25, 25]","[13, 13]"
1990,32,"[61, 70]","[25, 25]","[12, 12]"
280,29,"[19, 26]","[23, 26]","[11, 11]"
1990,26,"[70, 78]","[24, 24]","[12, 12]"
6310,47,"[141, 154]","[25, 25]","[14, 14]"
10000,3,"[22, 38]","[22, 22]","[9, 9]"
5770,14,"[92, 187]","[24, 25]","[12, 14]"
6760,31,"[21, 37]","[26, 26]","[11, 11]"
2710,21,"[57, 71]","[27, 27]","[14, 14]"
8470,50,"[15, 29]","[24, 24]","[11, 11]"
2260,43,"[19, 44]","[24, 25]","[10, 13]"
4240,35,"[89, 109]","[26, 26]","[13, 13]"
2530,5,"[54, 62]","[24, 24]","[13, 13]"
9190,46,"[65, 81]","[26, 26]","[15, 15]"
6760,19,"[57, 83]","[25, 26]","[14, 14]"
6400,33,"[80, 97]","[27, 27]","[12, 12]"
5590,1,"[1, 10]","[6, 6]","[2, 2]"
5410,16,"[63, 153]","[25, 26]","[11, 12]"
280,15,"[18, 25]","[23, 23]","[11, 11]"
2080,1,"[0, 6]","[1, 1]","[1, 1]"
3430,48,"[12, 26]","[25, 25]","[11, 11]"
5770,28,"[63, 103]","[26, 26]","[12, 12]"
6400,27,"[40, 121]","[24, 24]","[10, 11]"
9910,38,"[81, 101]","[26, 26]","[12, 12]"
4240,21,"[20, 36]","[25, 25]","[10, 10]"
4870,42,"[106, 201]","[25, 25]","[11, 16]"
5770,29,"[88, 103]","[25, 25]","[12, 12]"
4870,43,"[49, 62]","[25, 25]","[14, 14]"
4240,20,"[97, 113]","[26, 26]","[12, 12]"
9910,39,"[56, 138]","[25, 26]","[13, 14]"
6400,26,"[77, 89]","[25, 25]","[15, 15]"
6400,32,"[218, 229]","[25, 25]","[11, 11]"
6760,18,"[24, 89]","[25, 26]","[11, 14]"
9190,47,"[102, 115]","[24, 24]","[14, 14]"
2530,4,"[60, 68]","[25, 25]","[13, 13]"
4240,34,"[81, 92]","[24, 24]","[14, 14]"
3430,49,"[69, 127]","[24, 27]","[10, 13]"
280,14,"[9, 14]","[24, 24]","[10, 10]"
5410,17,"[83, 102]","[25, 25]","[13, 13]"
5770,15,"[108, 139]","[26, 26]","[12, 12]"
10000,2,"[5, 24]","[15, 16]","[6, 6]"
6310,46,"[69, 96]","[24, 24]","[12, 12]"
1990,27,"[26, 45]","[26, 26]","[13, 13]"
2260,42,"[70, 78]","[25, 25]","[13, 13]"
2710,20,"[38, 88]","[25, 26]","[12, 13]"
6760,30,"[29, 47]","[31, 31]","[7, 7]"
7030,13,"[151, 166]","[26, 26]","[12, 12]"
6760,24,"[26, 41]","[29, 29]","[13, 13]"
7390,2,"[4, 36]","[17, 19]","[8, 8]"
8470,45,"[86, 99]","[25, 25]","[15, 15]"
2980,16,"[29, 40]","[24, 24]","[10, 10]"
9910,11,"[80, 221]","[24, 24]","[12, 17]"
2710,34,"[23, 33]","[27, 27]","[11, 11]"
280,28,"[19, 31]","[25, 25]","[13, 13]"
1990,33,"[57, 74]","[25, 25]","[14, 14]"
3970,33,"[63, 76]","[24, 24]","[11, 11]"
8830,17,"[42, 98]","[24, 26]","[13, 13]"
9550,43,"[75, 93]","[24, 24]","[13, 13]"
3340,50,"[113, 134]","[24, 24]","[14, 14]"
4780,24,"[93, 104]","[26, 26]","[12, 13]"
6940,48,"[92, 108]","[27, 27]","[12, 12]"
640,10,"[34, 40]","[22, 22]","[9, 9]"
1990,4,"[59, 75]","[26, 26]","[15, 15]"
6940,9,"[56, 103]","[25, 25]","[14, 16]"
5230,9,"[44, 57]","[26, 26]","[11, 11]"
4780,30,"[25, 46]","[25, 25]","[11, 11]"
3970,27,"[126, 139]","[26, 26]","[14, 14]"
3340,44,"[14, 26]","[25, 26]","[11, 11]"
8200,48,"[118, 166]","[27, 27]","[13, 13]"
9730,41,"[123, 153]","[25, 25]","[14, 14]"
4780,18,"[39, 52]","[26, 26]","[12, 12]"
640,38,"[36, 42]","[24, 25]","[11, 15]"
1900,8,"[59, 72]","[26, 26]","[12, 12]"
5950,45,"[138, 155]","[26, 26]","[16, 16]"
9640,29,"[107, 149]","[27, 27]","[14, 14]"
730,44,"[41, 52]","[22, 25]","[11, 14]"
7390,37,"[16, 31]","[25, 25]","[10, 10]"
2440,8,"[30, 40]","[25, 25]","[12, 12]"
4960,46,"[88, 107]","[27, 27]","[11, 11]"
3430,1,"[2, 13]","[6, 6]","[3, 3]"
7390,23,"[137, 163]","[24, 24]","[14, 14]"
3790,45,"[115, 128]","[25, 25]","[16, 16]"
5500,12,"[70, 81]","[26, 26]","[13, 13]"
730,50,"[16, 31]","[24, 24]","[12, 12]"
4150,8,"[61, 72]","[27, 27]","[14, 14]"
8110,22,"[46, 60]","[24, 24]","[10, 10]"
1000,48,"[54, 59]","[26, 26]","[13, 13]"
9640,15,"[44, 95]","[26, 28]","[11, 13]"
6670,35,"[102, 118]","[26, 26]","[12, 12]"
550,46,"[34, 37]","[23, 23]","[12, 12]"
2890,13,"[70, 83]","[25, 25]","[14, 14]"
8560,40,"[53, 162]","[25, 27]","[14, 14]"
6670,21,"[120, 135]","[26, 26]","[14, 14]"
7120,16,"[47, 64]","[26, 26]","[11, 11]"
8110,36,"[133, 185]","[24, 24]","[13, 14]"
7480,43,"[24, 35]","[27, 27]","[11, 11]"
7750,27,"[75, 92]","[25, 25]","[12, 12]"
8920,12,"[34, 174]","[24, 24]","[11, 12]"
5680,8,"[105, 125]","[26, 26]","[13, 13]"
9280,39,"[92, 106]","[26, 26]","[12, 12]"
4420,28,"[58, 75]","[25, 25]","[14, 14]"
4690,21,"[55, 105]","[24, 25]","[11, 14]"
2170,14,"[50, 65]","[26, 26]","[13, 13]"
4690,35,"[62, 71]","[24, 24]","[12, 12]"
910,14,"[44, 51]","[25, 25]","[13, 13]"
3250,41,"[59, 76]","[25, 25]","[15, 15]"
7750,33,"[90, 107]","[25, 25]","[12, 12]"
10,2,"[1, 7]","[13, 13]","[5, 5]"
4330,48,"[105, 119]","[26, 26]","[14, 14]"
2170,28,"[19, 30]","[26, 26]","[11, 11]"
4420,14,"[81, 115]","[26, 27]","[12, 16]"
9280,11,"[27, 43]","[25, 25]","[14, 14]"
190,42,"[15, 17]","[25, 25]","[12, 12]"
910,28,"[41, 48]","[24, 24]","[14, 14]"
2530,16,"[50, 59]","[26, 26]","[14, 14]"
9100,50,"[133, 148]","[24, 24]","[13, 13]"
7210,31,"[139, 164]","[26, 26]","[13, 13]"
4510,48,"[86, 107]","[27, 27]","[12, 12]"
6490,25,"[28, 70]","[25, 25]","[12, 12]"
1900,18,"[78, 89]","[26, 26]","[12, 12]"
7660,47,"[33, 44]","[24, 24]","[12, 12]"
8650,6,"[46, 114]","[24, 25]","[12, 16]"
2980,3,"[19, 29]","[23, 23]","[10, 10]"
3610,43,"[15, 24]","[28, 28]","[12, 12]"
6490,31,"[88, 100]","[26, 26]","[11, 11]"
7210,25,"[52, 115]","[26, 26]","[11, 13]"
9100,44,"[44, 58]","[24, 24]","[14, 14]"
4060,16,"[43, 58]","[24, 24]","[12, 12]"
6490,19,"[82, 96]","[25, 25]","[12, 12]"
10000,36,"[56, 116]","[25, 25]","[12, 16]"
1900,24,"[39, 49]","[26, 26]","[14, 14]"
3880,49,"[117, 130]","[24, 24]","[12, 12]"
820,48,"[32, 39]","[26, 26]","[13, 13]"
1900,30,"[16, 41]","[26, 27]","[11, 13]"
10000,22,"[63, 82]","[24, 24]","[13, 13]"
7210,19,"[62, 78]","[25, 25]","[14, 14]"
6580,7,"[47, 124]","[25, 27]","[11, 12]"
1090,7,"[18, 28]","[26, 26]","[11, 11]"
370,46,"[24, 33]","[22, 22]","[12, 12]"
7840,17,"[58, 71]","[25, 25]","[11, 11]"
1720,48,"[41, 67]","[25, 25]","[13, 15]"
5140,10,"[114, 130]","[25, 25]","[12, 12]"
7030,3,"[16, 29]","[24, 24]","[10, 10]"
460,26,"[24, 34]","[27, 27]","[16, 16]"
8020,42,"[48, 87]","[24, 25]","[11, 14]"
5140,38,"[35, 44]","[26, 26]","[9, 9]"
5680,47,"[89, 101]","[24, 24]","[10, 10]"
2350,8,"[52, 66]","[26, 26]","[11, 11]"
5320,12,"[174, 189]","[25, 25]","[14, 14]"
460,32,"[27, 38]","[23, 23]","[10, 10]"
6580,20,"[97, 109]","[25, 25]","[14, 14]"
7300,34,"[56, 98]","[26, 27]","[10, 15]"
2800,38,"[55, 72]","[24, 24]","[13, 13]"
9460,23,"[75, 87]","[25, 25]","[11, 11]"
3700,46,"[71, 80]","[25, 25]","[10, 10]"
5590,11,"[57, 78]","[24, 25]","[12, 12]"
3880,6,"[118, 142]","[25, 25]","[11, 11]"
9460,37,"[88, 103]","[25, 25]","[13, 13]"
5860,19,"[66, 107]","[26, 28]","[13, 14]"
2080,46,"[83, 95]","[26, 26]","[11, 11]"
9010,41,"[79, 86]","[28, 28]","[13, 13]"
7300,20,"[152, 164]","[24, 24]","[9, 9]"
6580,34,"[87, 114]","[25, 26]","[12, 16]"
7930,43,"[153, 171]","[25, 25]","[15, 15]"
10,17,"[2, 2]","[16, 16]","[4, 4]"
9370,43,"[182, 239]","[24, 27]","[13, 13]"
1810,21,"[36, 52]","[24, 24]","[12, 12]"
5590,39,"[93, 114]","[25, 25]","[11, 11]"
5860,31,"[71, 99]","[25, 25]","[15, 15]"
5860,25,"[67, 150]","[24, 24]","[11, 16]"
1810,35,"[62, 69]","[28, 28]","[13, 13]"
8200,2,"[4, 20]","[12, 12]","[5, 5]"
2800,10,"[15, 25]","[28, 28]","[14, 14]"
6040,24,"[28, 65]","[25, 27]","[12, 13]"
4600,22,"[54, 73]","[24, 24]","[12, 12]"
7480,2,"[10, 21]","[19, 19]","[7, 7]"
2440,42,"[94, 104]","[25, 25]","[11, 11]"
5050,15,"[80, 165]","[24, 25]","[12, 14]"
7570,39,"[81, 99]","[25, 25]","[13, 13]"
6130,6,"[81, 95]","[24, 24]","[12, 12]"
4600,36,"[80, 96]","[24, 24]","[13, 13]"
6040,30,"[70, 131]","[24, 27]","[13, 14]"
2350,22,"[52, 65]","[25, 25]","[13, 13]"
6040,18,"[73, 86]","[26, 26]","[14, 14]"
2620,40,"[114, 127]","[26, 26]","[15, 15]"
6220,26,"[117, 136]","[24, 26]","[12, 16]"
7570,11,"[182, 201]","[24, 24]","[12, 12]"
100,41,"[9, 15]","[20, 20]","[8, 8]"
5050,29,"[59, 92]","[27, 27]","[15, 15]"
6220,32,"[106, 145]","[24, 27]","[11, 14]"
2350,36,"[83, 96]","[25, 25]","[15, 15]"
5230,17,"[46, 64]","[24, 24]","[13, 13]"
7570,13,"[155, 178]","[24, 24]","[11, 11]"
6220,24,"[41, 54]","[25, 25]","[12, 12]"
2620,42,"[45, 52]","[24, 24]","[13, 13]"
2350,20,"[35, 74]","[28, 28]","[16, 16]"
3790,2,"[3, 11]","[10, 10]","[4, 4]"
5230,15,"[56, 103]","[26, 27]","[12, 14]"
2350,34,"[31, 39]","[25, 25]","[12, 12]"
6220,30,"[151, 161]","[27, 27]","[11, 11]"
100,43,"[12, 13]","[21, 21]","[9, 9]"
6220,18,"[78, 98]","[25, 27]","[10, 14]"
2440,40,"[37, 42]","[25, 25]","[13, 13]"
4600,20,"[119, 135]","[24, 24]","[12, 12]"
6040,26,"[86, 105]","[25, 25]","[12, 12]"
