movies,categories,run_time,screen_time,n_movies
3340,23,"[50, 50]","[24, 24]","[24, 24]"
9550,30,"[158, 158]","[24, 24]","[24, 24]"
3970,40,"[67, 67]","[24, 24]","[24, 24]"
8200,13,"[104, 104]","[24, 24]","[24, 24]"
9550,24,"[154, 154]","[24, 24]","[24, 24]"
3340,37,"[68, 68]","[24, 24]","[24, 24]"
4780,43,"[82, 82]","[24, 24]","[24, 24]"
1540,5,"[26, 26]","[24, 24]","[22, 22]"
9190,9,"[114, 114]","[24, 24]","[24, 24]"
9730,32,"[158, 158]","[24, 24]","[24, 24]"
9100,5,"[90, 90]","[24, 24]","[24, 24]"
5950,22,"[94, 94]","[24, 24]","[24, 24]"
8920,6,"[80, 80]","[24, 24]","[24, 24]"
3340,7,"[35, 35]","[24, 24]","[24, 24]"
5950,36,"[106, 106]","[24, 24]","[24, 24]"
9550,18,"[137, 137]","[24, 24]","[24, 24]"
9730,26,"[148, 148]","[24, 24]","[24, 24]"
6940,13,"[104, 104]","[24, 24]","[24, 24]"
9190,20,"[139, 139]","[24, 24]","[24, 24]"
4870,30,"[89, 89]","[24, 24]","[24, 24]"
7030,48,"[132, 132]","[24, 24]","[24, 24]"
8380,4,"[72, 72]","[21, 21]","[21, 21]"
1270,28,"[31, 31]","[24, 24]","[23, 23]"
1720,1,"[4, 4]","[2, 2]","[2, 2]"
9190,34,"[155, 155]","[24, 24]","[24, 24]"
4240,47,"[79, 79]","[24, 24]","[24, 24]"
4870,24,"[85, 85]","[24, 24]","[24, 24]"
9640,9,"[112, 112]","[24, 24]","[24, 24]"
6400,41,"[112, 112]","[24, 24]","[24, 24]"
2260,19,"[43, 43]","[24, 24]","[24, 24]"
6760,43,"[109, 109]","[24, 24]","[24, 24]"
3970,9,"[45, 45]","[24, 24]","[24, 24]"
2260,31,"[48, 48]","[24, 24]","[24, 24]"
8470,22,"[116, 116]","[24, 24]","[24, 24]"
6310,35,"[115, 115]","[24, 24]","[24, 24]"
1270,14,"[28, 28]","[24, 24]","[24, 24]"
3430,12,"[52, 52]","[24, 24]","[24, 24]"
6310,21,"[94, 94]","[24, 24]","[24, 24]"
1990,40,"[38, 38]","[24, 24]","[24, 24]"
2710,47,"[60, 60]","[24, 24]","[24, 24]"
8470,36,"[162, 162]","[24, 24]","[24, 24]"
2260,25,"[37, 37]","[24, 24]","[24, 24]"
4870,18,"[81, 81]","[24, 24]","[24, 24]"
1990,41,"[44, 44]","[24, 24]","[24, 24]"
6310,20,"[98, 98]","[24, 24]","[24, 24]"
4870,19,"[65, 65]","[24, 24]","[24, 24]"
8470,37,"[152, 152]","[24, 24]","[24, 24]"
2260,24,"[36, 36]","[24, 24]","[24, 24]"
2710,46,"[57, 57]","[24, 24]","[24, 24]"
2260,30,"[45, 45]","[24, 24]","[24, 24]"
8470,23,"[129, 129]","[24, 24]","[24, 24]"
3970,8,"[58, 58]","[24, 24]","[24, 24]"
6760,1,"[4, 4]","[2, 2]","[2, 2]"
6760,42,"[120, 120]","[24, 24]","[24, 24]"
1270,1,"[2, 2]","[1, 1]","[1, 1]"
3430,13,"[55, 55]","[24, 24]","[24, 24]"
1270,15,"[25, 25]","[24, 24]","[24, 24]"
6310,34,"[100, 100]","[24, 24]","[24, 24]"
2260,18,"[35, 35]","[24, 24]","[24, 24]"
6400,40,"[126, 126]","[24, 24]","[24, 24]"
9640,8,"[112, 112]","[24, 24]","[24, 24]"
4870,25,"[93, 93]","[24, 24]","[24, 24]"
4240,46,"[75, 75]","[24, 24]","[24, 24]"
9190,35,"[142, 142]","[24, 24]","[24, 24]"
4870,31,"[84, 84]","[24, 24]","[24, 24]"
7030,49,"[128, 128]","[24, 24]","[24, 24]"
9190,21,"[136, 136]","[24, 24]","[24, 24]"
1270,29,"[23, 23]","[24, 24]","[23, 23]"
8380,5,"[62, 62]","[18, 18]","[18, 18]"
9550,19,"[131, 131]","[24, 24]","[24, 24]"
5950,37,"[105, 105]","[24, 24]","[24, 24]"
3340,6,"[31, 31]","[22, 22]","[21, 21]"
6940,12,"[90, 90]","[24, 24]","[24, 24]"
9730,27,"[159, 159]","[24, 24]","[24, 24]"
9730,33,"[157, 157]","[24, 24]","[24, 24]"
8920,7,"[93, 93]","[24, 24]","[24, 24]"
5950,23,"[89, 89]","[24, 24]","[24, 24]"
9100,4,"[42, 42]","[13, 13]","[13, 13]"
9550,25,"[142, 142]","[24, 24]","[24, 24]"
8200,12,"[124, 124]","[24, 24]","[24, 24]"
3340,36,"[68, 68]","[24, 24]","[24, 24]"
9190,8,"[108, 108]","[24, 24]","[24, 24]"
1540,4,"[15, 15]","[21, 21]","[17, 17]"
4780,42,"[103, 103]","[24, 24]","[24, 24]"
3610,7,"[50, 50]","[24, 24]","[24, 24]"
3970,41,"[83, 83]","[24, 24]","[24, 24]"
3340,22,"[73, 73]","[24, 24]","[24, 24]"
9550,31,"[157, 157]","[24, 24]","[24, 24]"
8110,44,"[150, 150]","[24, 24]","[24, 24]"
7480,31,"[118, 118]","[24, 24]","[24, 24]"
550,20,"[21, 21]","[24, 24]","[21, 21]"
8560,32,"[138, 138]","[24, 24]","[24, 24]"
6670,47,"[122, 122]","[24, 24]","[24, 24]"
7660,4,"[39, 39]","[14, 14]","[14, 14]"
550,34,"[12, 12]","[24, 24]","[23, 23]"
8560,26,"[136, 136]","[24, 24]","[24, 24]"
5500,48,"[109, 109]","[24, 24]","[24, 24]"
7480,25,"[116, 116]","[24, 24]","[24, 24]"
2800,4,"[39, 39]","[19, 19]","[19, 19]"
1360,10,"[17, 17]","[24, 24]","[24, 24]"
8110,50,"[143, 143]","[24, 24]","[24, 24]"
3520,16,"[54, 54]","[24, 24]","[24, 24]"
3790,37,"[61, 61]","[24, 24]","[24, 24]"
1360,38,"[37, 37]","[24, 24]","[24, 24]"
730,22,"[13, 13]","[24, 24]","[19, 19]"
1000,12,"[27, 27]","[24, 24]","[22, 22]"
4960,20,"[77, 77]","[24, 24]","[24, 24]"
2890,8,"[44, 44]","[24, 24]","[24, 24]"
4060,6,"[51, 51]","[25, 25]","[23, 23]"
2890,49,"[62, 62]","[24, 24]","[24, 24]"
7390,45,"[132, 132]","[24, 24]","[24, 24]"
4960,34,"[93, 93]","[24, 24]","[24, 24]"
9730,4,"[75, 75]","[17, 17]","[17, 17]"
7480,19,"[116, 116]","[24, 24]","[24, 24]"
3790,23,"[64, 64]","[24, 24]","[24, 24]"
730,36,"[26, 26]","[24, 24]","[22, 22]"
190,30,"[6, 6]","[24, 24]","[16, 16]"
8920,48,"[154, 154]","[24, 24]","[24, 24]"
4150,10,"[57, 57]","[24, 24]","[24, 24]"
6850,17,"[96, 96]","[24, 24]","[24, 24]"
190,24,"[6, 6]","[23, 23]","[14, 14]"
9820,2,"[13, 13]","[5, 5]","[5, 5]"
3250,33,"[62, 62]","[24, 24]","[24, 24]"
4330,12,"[67, 67]","[24, 24]","[24, 24]"
7750,41,"[149, 149]","[24, 24]","[24, 24]"
7120,8,"[92, 92]","[24, 24]","[24, 24]"
4690,47,"[85, 85]","[24, 24]","[24, 24]"
4150,38,"[71, 71]","[24, 24]","[24, 24]"
2710,2,"[12, 12]","[8, 8]","[8, 8]"
190,18,"[15, 15]","[22, 22]","[17, 17]"
3250,27,"[63, 63]","[24, 24]","[24, 24]"
4510,12,"[64, 64]","[24, 24]","[24, 24]"
1900,42,"[50, 50]","[24, 24]","[24, 24]"
10000,50,"[175, 175]","[24, 24]","[24, 24]"
1180,28,"[34, 34]","[24, 24]","[23, 23]"
10000,44,"[186, 186]","[24, 24]","[24, 24]"
4510,2,"[16, 16]","[6, 6]","[6, 6]"
3610,19,"[64, 64]","[24, 24]","[24, 24]"
8650,29,"[122, 122]","[24, 24]","[24, 24]"
100,7,"[11, 11]","[23, 23]","[12, 12]"
6490,43,"[114, 114]","[24, 24]","[24, 24]"
9100,36,"[149, 149]","[24, 24]","[24, 24]"
7660,21,"[112, 112]","[24, 24]","[24, 24]"
6130,16,"[92, 92]","[24, 24]","[24, 24]"
1180,14,"[17, 17]","[24, 24]","[23, 23]"
3610,31,"[67, 67]","[24, 24]","[24, 24]"
3880,13,"[58, 58]","[24, 24]","[24, 24]"
820,12,"[14, 14]","[25, 25]","[21, 21]"
3610,25,"[64, 64]","[24, 24]","[24, 24]"
7660,35,"[137, 137]","[24, 24]","[24, 24]"
9100,22,"[133, 133]","[24, 24]","[24, 24]"
8650,15,"[109, 109]","[24, 24]","[24, 24]"
7210,43,"[121, 121]","[24, 24]","[24, 24]"
460,40,"[21, 21]","[24, 24]","[20, 20]"
1540,38,"[33, 33]","[24, 24]","[24, 24]"
2260,6,"[34, 34]","[24, 24]","[24, 24]"
5770,6,"[73, 73]","[24, 24]","[24, 24]"
8020,24,"[126, 126]","[24, 24]","[24, 24]"
5680,35,"[97, 97]","[24, 24]","[24, 24]"
3160,14,"[52, 52]","[24, 24]","[24, 24]"
8020,30,"[126, 126]","[24, 24]","[24, 24]"
8020,4,"[45, 45]","[15, 15]","[15, 15]"
5680,21,"[87, 87]","[24, 24]","[24, 24]"
1720,12,"[34, 34]","[24, 24]","[24, 24]"
8290,39,"[158, 158]","[24, 24]","[24, 24]"
8020,18,"[128, 128]","[24, 24]","[24, 24]"
370,20,"[9, 9]","[24, 24]","[19, 19]"
8290,11,"[109, 109]","[24, 24]","[24, 24]"
370,34,"[11, 11]","[24, 24]","[18, 18]"
3160,28,"[52, 52]","[24, 24]","[24, 24]"
5320,48,"[105, 105]","[24, 24]","[24, 24]"
1540,10,"[22, 22]","[24, 24]","[24, 24]"
550,3,"[11, 11]","[17, 17]","[13, 13]"
9370,25,"[142, 142]","[24, 24]","[24, 24]"
8740,38,"[156, 156]","[24, 24]","[24, 24]"
1810,47,"[36, 36]","[24, 24]","[24, 24]"
5410,7,"[64, 64]","[24, 24]","[24, 24]"
1090,39,"[36, 36]","[25, 25]","[22, 22]"
5860,43,"[107, 107]","[24, 24]","[24, 24]"
7930,19,"[116, 116]","[24, 24]","[24, 24]"
9370,31,"[141, 141]","[24, 24]","[24, 24]"
2080,34,"[36, 36]","[24, 24]","[24, 24]"
9010,33,"[143, 143]","[24, 24]","[24, 24]"
820,1,"[0, 0]","[3, 3]","[2, 2]"
5140,6,"[60, 60]","[24, 24]","[24, 24]"
4960,5,"[54, 54]","[24, 24]","[24, 24]"
6580,46,"[115, 115]","[24, 24]","[24, 24]"
7930,31,"[129, 129]","[24, 24]","[24, 24]"
9370,19,"[147, 147]","[24, 24]","[24, 24]"
3700,34,"[69, 69]","[24, 24]","[24, 24]"
9460,45,"[181, 181]","[24, 24]","[24, 24]"
1090,11,"[26, 26]","[24, 24]","[24, 24]"
3700,20,"[64, 64]","[24, 24]","[24, 24]"
7210,5,"[63, 63]","[21, 21]","[21, 21]"
7300,46,"[139, 139]","[24, 24]","[24, 24]"
7930,25,"[119, 119]","[24, 24]","[24, 24]"
8740,10,"[110, 110]","[24, 24]","[24, 24]"
9010,27,"[132, 132]","[24, 24]","[24, 24]"
2080,20,"[42, 42]","[24, 24]","[24, 24]"
280,3,"[6, 6]","[16, 16]","[11, 11]"
2350,44,"[45, 45]","[24, 24]","[24, 24]"
2620,26,"[41, 41]","[24, 24]","[24, 24]"
1810,3,"[15, 15]","[12, 12]","[12, 12]"
100,33,"[5, 5]","[23, 23]","[11, 11]"
730,7,"[17, 17]","[24, 24]","[21, 21]"
2440,18,"[55, 55]","[24, 24]","[24, 24]"
8380,28,"[128, 128]","[24, 24]","[24, 24]"
6220,40,"[115, 115]","[24, 24]","[24, 24]"
1630,17,"[35, 35]","[24, 24]","[23, 23]"
100,27,"[9, 9]","[25, 25]","[16, 16]"
3070,11,"[48, 48]","[24, 24]","[24, 24]"
1450,29,"[26, 26]","[24, 24]","[24, 24]"
2350,50,"[55, 55]","[24, 24]","[24, 24]"
2620,32,"[46, 46]","[24, 24]","[24, 24]"
9820,17,"[127, 127]","[24, 24]","[24, 24]"
4600,44,"[78, 78]","[24, 24]","[24, 24]"
6040,42,"[137, 137]","[24, 24]","[24, 24]"
2440,24,"[47, 47]","[24, 24]","[24, 24]"
8380,14,"[116, 116]","[24, 24]","[24, 24]"
5320,2,"[6, 6]","[7, 7]","[7, 7]"
3070,39,"[61, 61]","[24, 24]","[24, 24]"
2440,30,"[51, 51]","[24, 24]","[24, 24]"
6850,2,"[8, 8]","[6, 6]","[6, 6]"
4690,6,"[58, 58]","[24, 24]","[24, 24]"
1450,15,"[29, 29]","[24, 24]","[23, 23]"
4600,50,"[96, 96]","[24, 24]","[24, 24]"
6220,33,"[111, 111]","[24, 24]","[24, 24]"
5050,28,"[87, 87]","[24, 24]","[24, 24]"
100,40,"[5, 5]","[26, 26]","[12, 12]"
3790,1,"[9, 9]","[1, 1]","[1, 1]"
5230,16,"[75, 75]","[24, 24]","[24, 24]"
2350,37,"[60, 60]","[24, 24]","[24, 24]"
2620,41,"[51, 51]","[24, 24]","[24, 24]"
6040,19,"[83, 83]","[24, 24]","[24, 24]"
2350,23,"[50, 50]","[24, 24]","[24, 24]"
7570,10,"[80, 80]","[24, 24]","[24, 24]"
6220,27,"[102, 102]","[24, 24]","[24, 24]"
7570,38,"[140, 140]","[24, 24]","[24, 24]"
5050,14,"[72, 72]","[24, 24]","[24, 24]"
6040,31,"[103, 103]","[24, 24]","[24, 24]"
4600,37,"[88, 88]","[24, 24]","[24, 24]"
6130,7,"[59, 59]","[24, 24]","[24, 24]"
7480,3,"[35, 35]","[12, 12]","[12, 12]"
4600,23,"[76, 76]","[24, 24]","[24, 24]"
6040,25,"[99, 99]","[24, 24]","[24, 24]"
2440,43,"[44, 44]","[24, 24]","[24, 24]"
8200,3,"[28, 28]","[10, 10]","[10, 10]"
1810,34,"[41, 41]","[24, 24]","[24, 24]"
5860,24,"[83, 83]","[24, 24]","[24, 24]"
2800,11,"[37, 37]","[24, 24]","[24, 24]"
9370,42,"[168, 168]","[24, 24]","[24, 24]"
10,16,"[1, 1]","[15, 15]","[6, 6]"
5860,30,"[98, 98]","[24, 24]","[24, 24]"
5590,38,"[103, 103]","[24, 24]","[24, 24]"
1810,20,"[30, 30]","[24, 24]","[24, 24]"
5860,18,"[90, 90]","[24, 24]","[24, 24]"
9460,36,"[166, 166]","[24, 24]","[24, 24]"
3880,7,"[50, 50]","[24, 24]","[24, 24]"
5590,10,"[59, 59]","[24, 24]","[24, 24]"
3700,47,"[77, 77]","[24, 24]","[24, 24]"
7930,42,"[148, 148]","[24, 24]","[24, 24]"
7300,21,"[113, 113]","[24, 24]","[24, 24]"
6580,35,"[109, 109]","[24, 24]","[24, 24]"
9010,40,"[166, 166]","[24, 24]","[24, 24]"
2080,47,"[38, 38]","[24, 24]","[24, 24]"
2800,39,"[59, 59]","[24, 24]","[24, 24]"
6580,21,"[101, 101]","[24, 24]","[24, 24]"
7300,35,"[130, 130]","[24, 24]","[24, 24]"
9460,22,"[131, 131]","[24, 24]","[24, 24]"
5680,46,"[112, 112]","[24, 24]","[24, 24]"
460,33,"[11, 11]","[24, 24]","[16, 16]"
5320,13,"[77, 77]","[24, 24]","[24, 24]"
2350,9,"[39, 39]","[24, 24]","[24, 24]"
460,27,"[11, 11]","[25, 25]","[19, 19]"
5140,39,"[108, 108]","[24, 24]","[24, 24]"
8020,43,"[145, 145]","[24, 24]","[24, 24]"
5140,11,"[79, 79]","[24, 24]","[24, 24]"
1720,49,"[34, 34]","[24, 24]","[24, 24]"
7840,16,"[123, 123]","[24, 24]","[24, 24]"
7030,2,"[19, 19]","[7, 7]","[7, 7]"
1090,6,"[23, 23]","[24, 24]","[22, 22]"
6580,6,"[71, 71]","[24, 24]","[24, 24]"
370,47,"[17, 17]","[25, 25]","[20, 20]"
10000,23,"[155, 155]","[24, 24]","[24, 24]"
1900,31,"[41, 41]","[24, 24]","[24, 24]"
820,49,"[27, 27]","[24, 24]","[22, 22]"
7210,18,"[109, 109]","[24, 24]","[24, 24]"
6490,18,"[100, 100]","[24, 24]","[24, 24]"
4060,17,"[63, 63]","[24, 24]","[24, 24]"
3880,48,"[77, 77]","[24, 24]","[24, 24]"
1900,25,"[31, 31]","[24, 24]","[24, 24]"
10000,37,"[170, 170]","[24, 24]","[24, 24]"
3610,42,"[73, 73]","[24, 24]","[24, 24]"
2980,2,"[12, 12]","[4, 4]","[4, 4]"
8650,7,"[100, 100]","[24, 24]","[24, 24]"
9100,45,"[158, 158]","[24, 24]","[24, 24]"
6490,30,"[112, 112]","[24, 24]","[24, 24]"
7210,24,"[117, 117]","[24, 24]","[24, 24]"
7210,30,"[102, 102]","[24, 24]","[24, 24]"
6490,24,"[103, 103]","[24, 24]","[24, 24]"
4510,49,"[96, 96]","[24, 24]","[24, 24]"
2530,17,"[36, 36]","[24, 24]","[24, 24]"
7660,46,"[135, 135]","[24, 24]","[24, 24]"
1900,19,"[29, 29]","[24, 24]","[24, 24]"
9280,10,"[106, 106]","[24, 24]","[24, 24]"
910,29,"[19, 19]","[25, 25]","[23, 23]"
190,43,"[11, 11]","[25, 25]","[15, 15]"
4330,49,"[83, 83]","[24, 24]","[24, 24]"
4420,15,"[64, 64]","[24, 24]","[24, 24]"
2170,29,"[48, 48]","[24, 24]","[24, 24]"
4690,34,"[89, 89]","[24, 24]","[24, 24]"
10,3,"[0, 0]","[11, 11]","[4, 4]"
7750,32,"[120, 120]","[24, 24]","[24, 24]"
3250,40,"[58, 58]","[24, 24]","[24, 24]"
910,15,"[24, 24]","[24, 24]","[23, 23]"
8920,13,"[116, 116]","[24, 24]","[24, 24]"
7750,26,"[123, 123]","[24, 24]","[24, 24]"
2170,15,"[31, 31]","[24, 24]","[24, 24]"
4690,20,"[88, 88]","[24, 24]","[24, 24]"
4420,29,"[77, 77]","[24, 24]","[24, 24]"
9280,38,"[151, 151]","[24, 24]","[24, 24]"
5680,9,"[72, 72]","[24, 24]","[24, 24]"
7120,17,"[96, 96]","[24, 24]","[24, 24]"
6670,20,"[98, 98]","[24, 24]","[24, 24]"
8560,41,"[157, 157]","[24, 24]","[24, 24]"
2890,12,"[46, 46]","[24, 24]","[24, 24]"
7480,42,"[137, 137]","[24, 24]","[24, 24]"
8110,37,"[139, 139]","[24, 24]","[24, 24]"
9640,14,"[123, 123]","[24, 24]","[24, 24]"
1000,49,"[33, 33]","[24, 24]","[24, 24]"
8110,23,"[118, 118]","[24, 24]","[24, 24]"
3160,1,"[5, 5]","[3, 3]","[3, 3]"
550,47,"[13, 13]","[24, 24]","[22, 22]"
6670,34,"[114, 114]","[24, 24]","[24, 24]"
7390,22,"[108, 108]","[24, 24]","[24, 24]"
4150,9,"[55, 55]","[24, 24]","[24, 24]"
5500,13,"[66, 66]","[24, 24]","[24, 24]"
3790,44,"[91, 91]","[24, 24]","[24, 24]"
730,45,"[16, 16]","[24, 24]","[22, 22]"
3790,50,"[80, 80]","[24, 24]","[24, 24]"
9640,28,"[152, 152]","[24, 24]","[24, 24]"
4960,47,"[84, 84]","[24, 24]","[24, 24]"
2440,9,"[38, 38]","[24, 24]","[24, 24]"
7390,36,"[125, 125]","[24, 24]","[24, 24]"
640,39,"[22, 22]","[24, 24]","[21, 21]"
5950,44,"[107, 107]","[24, 24]","[24, 24]"
1900,9,"[33, 33]","[24, 24]","[24, 24]"
8200,49,"[148, 148]","[24, 24]","[24, 24]"
5950,50,"[109, 109]","[24, 24]","[24, 24]"
4780,19,"[78, 78]","[24, 24]","[24, 24]"
9730,40,"[168, 168]","[24, 24]","[24, 24]"
7930,1,"[4, 4]","[1, 1]","[1, 1]"
4780,31,"[72, 72]","[24, 24]","[24, 24]"
5230,8,"[66, 66]","[24, 24]","[24, 24]"
3340,45,"[69, 69]","[24, 24]","[24, 24]"
3970,26,"[73, 73]","[24, 24]","[24, 24]"
9550,42,"[164, 164]","[24, 24]","[24, 24]"
3970,32,"[70, 70]","[24, 24]","[24, 24]"
8830,16,"[125, 125]","[24, 24]","[24, 24]"
6940,8,"[72, 72]","[24, 24]","[24, 24]"
1990,5,"[20, 20]","[16, 16]","[15, 15]"
4240,1,"[1, 1]","[4, 4]","[4, 4]"
640,11,"[18, 18]","[24, 24]","[21, 21]"
6940,49,"[123, 123]","[24, 24]","[24, 24]"
4780,25,"[80, 80]","[24, 24]","[24, 24]"
9910,10,"[108, 108]","[24, 24]","[24, 24]"
2980,17,"[50, 50]","[24, 24]","[24, 24]"
2710,35,"[57, 57]","[24, 24]","[24, 24]"
8470,44,"[141, 141]","[24, 24]","[24, 24]"
7390,3,"[30, 30]","[12, 12]","[12, 12]"
6760,25,"[111, 111]","[24, 24]","[24, 24]"
7030,12,"[99, 99]","[24, 24]","[24, 24]"
1990,32,"[44, 44]","[24, 24]","[24, 24]"
280,29,"[11, 11]","[23, 23]","[15, 15]"
1990,26,"[44, 44]","[24, 24]","[24, 24]"
6310,47,"[116, 116]","[24, 24]","[24, 24]"
10000,3,"[28, 28]","[9, 9]","[9, 9]"
5770,14,"[79, 79]","[24, 24]","[24, 24]"
6760,31,"[120, 120]","[24, 24]","[24, 24]"
2710,21,"[51, 51]","[24, 24]","[24, 24]"
8470,50,"[151, 151]","[24, 24]","[24, 24]"
2260,43,"[51, 51]","[24, 24]","[24, 24]"
4240,35,"[78, 78]","[24, 24]","[24, 24]"
2530,5,"[36, 36]","[24, 24]","[22, 22]"
9190,46,"[158, 158]","[24, 24]","[24, 24]"
6760,19,"[98, 98]","[24, 24]","[24, 24]"
6400,33,"[106, 106]","[24, 24]","[24, 24]"
5590,1,"[5, 5]","[2, 2]","[2, 2]"
5410,16,"[92, 92]","[24, 24]","[24, 24]"
280,15,"[9, 9]","[24, 24]","[14, 14]"
2080,1,"[3, 3]","[1, 1]","[1, 1]"
3430,48,"[70, 70]","[24, 24]","[24, 24]"
5770,28,"[95, 95]","[24, 24]","[24, 24]"
6400,27,"[104, 104]","[24, 24]","[24, 24]"
9910,38,"[161, 161]","[24, 24]","[24, 24]"
4240,21,"[68, 68]","[24, 24]","[24, 24]"
4870,42,"[92, 92]","[24, 24]","[24, 24]"
5770,29,"[96, 96]","[24, 24]","[24, 24]"
4870,43,"[91, 91]","[24, 24]","[24, 24]"
4240,20,"[63, 63]","[24, 24]","[24, 24]"
9910,39,"[171, 171]","[24, 24]","[24, 24]"
6400,26,"[103, 103]","[24, 24]","[24, 24]"
6400,32,"[111, 111]","[24, 24]","[24, 24]"
6760,18,"[105, 105]","[24, 24]","[24, 24]"
9190,47,"[163, 163]","[24, 24]","[24, 24]"
2530,4,"[30, 30]","[17, 17]","[17, 17]"
4240,34,"[82, 82]","[24, 24]","[24, 24]"
3430,49,"[63, 63]","[24, 24]","[24, 24]"
280,14,"[6, 6]","[24, 24]","[16, 16]"
5410,17,"[71, 71]","[24, 24]","[24, 24]"
5770,15,"[76, 76]","[24, 24]","[24, 24]"
10000,2,"[16, 16]","[6, 6]","[6, 6]"
6310,46,"[121, 121]","[24, 24]","[24, 24]"
1990,27,"[42, 42]","[24, 24]","[24, 24]"
2260,42,"[53, 53]","[24, 24]","[24, 24]"
2710,20,"[52, 52]","[24, 24]","[24, 24]"
6760,30,"[108, 108]","[24, 24]","[24, 24]"
7030,13,"[91, 91]","[24, 24]","[24, 24]"
6760,24,"[111, 111]","[24, 24]","[24, 24]"
7390,2,"[17, 17]","[8, 8]","[8, 8]"
8470,45,"[155, 155]","[24, 24]","[24, 24]"
2980,16,"[52, 52]","[24, 24]","[24, 24]"
9910,11,"[103, 103]","[24, 24]","[24, 24]"
2710,34,"[47, 47]","[24, 24]","[24, 24]"
280,28,"[17, 17]","[24, 24]","[17, 17]"
1990,33,"[45, 45]","[24, 24]","[24, 24]"
3970,33,"[72, 72]","[24, 24]","[24, 24]"
8830,17,"[121, 121]","[24, 24]","[24, 24]"
9550,43,"[153, 153]","[24, 24]","[24, 24]"
3340,50,"[71, 71]","[24, 24]","[24, 24]"
4780,24,"[78, 78]","[24, 24]","[24, 24]"
6940,48,"[125, 125]","[24, 24]","[24, 24]"
640,10,"[11, 11]","[24, 24]","[20, 20]"
1990,4,"[24, 24]","[17, 17]","[17, 17]"
6940,9,"[87, 87]","[24, 24]","[24, 24]"
5230,9,"[58, 58]","[24, 24]","[24, 24]"
4780,30,"[84, 84]","[24, 24]","[24, 24]"
3970,27,"[78, 78]","[24, 24]","[24, 24]"
3340,44,"[70, 70]","[24, 24]","[24, 24]"
8200,48,"[146, 146]","[24, 24]","[24, 24]"
9730,41,"[169, 169]","[24, 24]","[24, 24]"
4780,18,"[81, 81]","[24, 24]","[24, 24]"
640,38,"[25, 25]","[24, 24]","[23, 23]"
1900,8,"[35, 35]","[24, 24]","[24, 24]"
5950,45,"[112, 112]","[24, 24]","[24, 24]"
9640,29,"[163, 163]","[24, 24]","[24, 24]"
730,44,"[16, 16]","[24, 24]","[20, 20]"
7390,37,"[126, 126]","[24, 24]","[24, 24]"
2440,8,"[38, 38]","[24, 24]","[24, 24]"
4960,46,"[95, 95]","[24, 24]","[24, 24]"
3430,1,"[6, 6]","[3, 3]","[3, 3]"
7390,23,"[110, 110]","[24, 24]","[24, 24]"
3790,45,"[86, 86]","[24, 24]","[24, 24]"
5500,12,"[71, 71]","[24, 24]","[24, 24]"
730,50,"[16, 16]","[24, 24]","[22, 22]"
4150,8,"[48, 48]","[24, 24]","[24, 24]"
8110,22,"[121, 121]","[24, 24]","[24, 24]"
1000,48,"[20, 20]","[24, 24]","[23, 23]"
9640,15,"[124, 124]","[24, 24]","[24, 24]"
6670,35,"[112, 112]","[24, 24]","[24, 24]"
550,46,"[13, 13]","[24, 24]","[18, 18]"
2890,13,"[39, 39]","[24, 24]","[24, 24]"
8560,40,"[139, 139]","[24, 24]","[24, 24]"
6670,21,"[102, 102]","[24, 24]","[24, 24]"
7120,16,"[97, 97]","[24, 24]","[24, 24]"
8110,36,"[138, 138]","[24, 24]","[24, 24]"
7480,43,"[134, 134]","[24, 24]","[24, 24]"
7750,27,"[128, 128]","[24, 24]","[24, 24]"
8920,12,"[113, 113]","[24, 24]","[24, 24]"
5680,8,"[68, 68]","[24, 24]","[24, 24]"
9280,39,"[151, 151]","[24, 24]","[24, 24]"
4420,28,"[77, 77]","[24, 24]","[24, 24]"
4690,21,"[75, 75]","[24, 24]","[24, 24]"
2170,14,"[39, 39]","[24, 24]","[24, 24]"
4690,35,"[89, 89]","[24, 24]","[24, 24]"
910,14,"[15, 15]","[24, 24]","[23, 23]"
3250,41,"[67, 67]","[24, 24]","[24, 24]"
7750,33,"[118, 118]","[24, 24]","[24, 24]"
10,2,"[5, 5]","[13, 13]","[5, 5]"
4330,48,"[81, 81]","[24, 24]","[24, 24]"
2170,28,"[34, 34]","[24, 24]","[24, 24]"
4420,14,"[65, 65]","[24, 24]","[24, 24]"
9280,11,"[107, 107]","[24, 24]","[24, 24]"
190,42,"[12, 12]","[25, 25]","[14, 14]"
910,28,"[25, 25]","[24, 24]","[21, 21]"
2530,16,"[44, 44]","[24, 24]","[24, 24]"
9100,50,"[162, 162]","[24, 24]","[24, 24]"
7210,31,"[120, 120]","[24, 24]","[24, 24]"
4510,48,"[86, 86]","[24, 24]","[24, 24]"
6490,25,"[100, 100]","[24, 24]","[24, 24]"
1900,18,"[40, 40]","[24, 24]","[24, 24]"
7660,47,"[133, 133]","[24, 24]","[24, 24]"
8650,6,"[88, 88]","[24, 24]","[24, 24]"
2980,3,"[13, 13]","[10, 10]","[10, 10]"
3610,43,"[74, 74]","[24, 24]","[24, 24]"
6490,31,"[105, 105]","[24, 24]","[24, 24]"
7210,25,"[117, 117]","[24, 24]","[24, 24]"
9100,44,"[167, 167]","[24, 24]","[24, 24]"
4060,16,"[55, 55]","[24, 24]","[24, 24]"
6490,19,"[94, 94]","[24, 24]","[24, 24]"
